mkt_ccode,dep_airport,cancel_code,arr_airport,day_week_name,month__name,route,mkt_fl_no,date,dep_delay_time_actual,arr_delay_time_actual,mins_late_delay_code_e_carrier,mins_late_delay_code_f_weather,mins_late_delay_code_g_nas,mins_late_delay_code_h_security,mins_late_delay_code_i_late_arr_flight,delay
DL,LEX,0,DTW,Fri,Jul,LEX-DTW,5827,7/22/22,-2,-6,0,0,0,0,0,0
DL,IAH,0,DTW,Sun,Mar,IAH-DTW,2894,3/20/22,0,3,0,0,0,0,0,1
DL,DAY,0,ATL,Sat,Mar,DAY-ATL,1094,3/12/22,129,107,0,0,0,0,107,1
DL,SFO,0,ATL,Sat,Jul,SFO-ATL,1075,7/23/22,1,-13,0,0,0,0,0,0
DL,BOS,0,PIT,Wed,May,BOS-PIT,5741,5/11/22,-5,-33,0,0,0,0,0,0
DL,MSP,0,RSW,Sun,Apr,MSP-RSW,2646,4/3/22,10,2,0,0,0,0,0,1
DL,PNS,0,ATL,Thu,Jan,PNS-ATL,2650,1/13/22,-15,-19,0,0,0,0,0,0
DL,SLC,0,BZN,Sun,Sep,SLC-BZN,1401,9/11/22,1,-7,0,0,0,0,0,0
DL,SLC,0,ATL,Sun,Jun,SLC-ATL,726,6/5/22,5,-3,0,0,0,0,0,0
DL,LAX,0,SFO,Wed,Jun,LAX-SFO,3634,6/1/22,-10,-9,0,0,0,0,0,0
DL,PSC,0,SEA,Wed,Apr,PSC-SEA,3632,4/6/22,-4,-13,0,0,0,0,0,0
DL,ANC,0,SLC,Mon,Jan,ANC-SLC,2298,1/31/22,-6,-26,0,0,0,0,0,0
DL,ATL,0,AUS,Thu,Apr,ATL-AUS,1387,4/28/22,-1,-17,0,0,0,0,0,0
DL,DTW,B,LGA,Sat,Jan,DTW-LGA,1080,1/29/22,0,0,0,0,0,0,0,0
DL,ATL,0,MEM,Fri,Apr,ATL-MEM,1639,4/22/22,-4,-7,0,0,0,0,0,0
DL,LGA,0,CHS,Thu,Mar,LGA-CHS,5013,3/24/22,-4,8,0,0,0,0,0,1
DL,LGA,A,FLL,Sat,Jun,LGA-FLL,1581,6/18/22,0,0,0,0,0,0,0,0
DL,PSP,0,SLC,Wed,Aug,PSP-SLC,3854,8/24/22,34,38,38,0,0,0,0,1
DL,ATL,0,CLE,Thu,Jun,ATL-CLE,2290,6/9/22,46,38,36,0,0,0,2,1
DL,RDU,0,AUS,Fri,May,RDU-AUS,4628,5/20/22,2,-14,0,0,0,0,0,0
DL,LAX,0,JFK,Wed,Sep,LAX-JFK,426,9/7/22,-2,10,0,0,0,0,0,1
DL,MDW,0,DTW,Tue,Sep,MDW-DTW,3982,9/27/22,-10,-16,0,0,0,0,0,0
DL,JFK,0,SAN,Sat,Jan,JFK-SAN,338,1/22/22,-1,-28,0,0,0,0,0,0
DL,LGA,0,CLE,Sun,Jan,LGA-CLE,5239,1/9/22,100,99,0,0,0,0,99,1
DL,MCI,0,MSP,Fri,Jul,MCI-MSP,3766,7/22/22,-5,-10,0,0,0,0,0,0
DL,ATL,0,GNV,Thu,Jun,ATL-GNV,2697,6/23/22,-3,-14,0,0,0,0,0,0
DL,MIA,0,JFK,Sat,Jul,MIA-JFK,735,7/23/22,-9,2,0,0,0,0,0,1
DL,LGA,0,BUF,Sun,Mar,LGA-BUF,5220,3/27/22,-6,-25,0,0,0,0,0,0
DL,ATL,0,EYW,Sun,Apr,ATL-EYW,2194,4/24/22,-3,-12,0,0,0,0,0,0
DL,SAV,0,ATL,Tue,Apr,SAV-ATL,2743,4/19/22,42,23,0,0,0,0,23,1
DL,DTW,0,MSN,Tue,Aug,DTW-MSN,2316,8/30/22,-11,-11,0,0,0,0,0,0
DL,BOI,0,SEA,Mon,Aug,BOI-SEA,3503,8/1/22,-4,-18,0,0,0,0,0,0
DL,JFK,0,IAD,Thu,Aug,JFK-IAD,5512,8/25/22,-6,-10,0,0,0,0,0,0
DL,CLE,0,DTW,Mon,Jan,CLE-DTW,3789,1/10/22,60,73,73,0,0,0,0,1
DL,ATL,0,BOS,Mon,Apr,ATL-BOS,307,4/4/22,4,-13,0,0,0,0,0,0
DL,LGA,B,FLL,Fri,Jan,LGA-FLL,2791,1/7/22,0,0,0,0,0,0,0,0
DL,SLC,0,SAT,Mon,Jul,SLC-SAT,1656,7/25/22,-7,-6,0,0,0,0,0,0
DL,ATL,0,HSV,Thu,May,ATL-HSV,1553,5/5/22,-1,-9,0,0,0,0,0,0
DL,EWR,0,CVG,Wed,Jan,EWR-CVG,4938,1/12/22,-11,-16,0,0,0,0,0,0
DL,LGA,0,CHO,Fri,May,LGA-CHO,5434,5/13/22,39,63,0,0,24,0,39,1
DL,RDM,0,SLC,Thu,Sep,RDM-SLC,3512,9/1/22,-10,-17,0,0,0,0,0,0
DL,AUS,0,SLC,Sat,Jul,AUS-SLC,2172,7/9/22,-4,-22,0,0,0,0,0,0
DL,BHM,0,ATL,Sun,Jul,BHM-ATL,2810,7/10/22,20,41,20,0,21,0,0,1
DL,PLN,0,DTW,Wed,Apr,PLN-DTW,4283,4/6/22,9,7,0,0,0,0,0,1
DL,MKE,0,LGA,Tue,Jun,MKE-LGA,5139,6/28/22,-5,-14,0,0,0,0,0,0
DL,SDF,0,DTW,Thu,Apr,SDF-DTW,3913,4/7/22,195,183,183,0,0,0,0,1
DL,TPA,0,DTW,Sun,Jan,TPA-DTW,1594,1/30/22,16,1,0,0,0,0,0,1
DL,FSD,0,MSP,Tue,Apr,FSD-MSP,4103,4/5/22,-1,-8,0,0,0,0,0,0
DL,BHM,0,ATL,Tue,Jan,BHM-ATL,2328,1/11/22,-2,-18,0,0,0,0,0,0
DL,SAN,0,ATL,Fri,Mar,SAN-ATL,1162,3/11/22,-6,-22,0,0,0,0,0,0
DL,MCI,0,SLC,Sat,Apr,MCI-SLC,1519,4/2/22,26,18,18,0,0,0,0,1
DL,DTW,0,ATW,Wed,Jun,DTW-ATW,4814,6/15/22,12,45,0,12,33,0,0,1
DL,ATL,0,TLH,Wed,May,ATL-TLH,1570,5/4/22,30,27,27,0,0,0,0,1
DL,MCO,0,CVG,Sat,Jun,MCO-CVG,1688,6/4/22,-6,-12,0,0,0,0,0,0
DL,SJC,0,LAX,Tue,Apr,SJC-LAX,3607,4/19/22,-2,-23,0,0,0,0,0,0
DL,AUS,0,DTW,Fri,Aug,AUS-DTW,1748,8/19/22,-2,-5,0,0,0,0,0,0
DL,JFK,0,JAX,Wed,Jun,JFK-JAX,1404,6/8/22,-2,0,0,0,0,0,0,0
DL,ATL,0,JAX,Mon,Jan,ATL-JAX,2359,1/10/22,-3,-8,0,0,0,0,0,0
DL,ATL,0,MYR,Thu,Mar,ATL-MYR,1248,3/3/22,-7,-12,0,0,0,0,0,0
DL,ATL,0,PBI,Sat,May,ATL-PBI,2158,5/7/22,-12,-26,0,0,0,0,0,0
DL,PWM,0,JFK,Mon,May,PWM-JFK,5644,5/9/22,-7,5,0,0,0,0,0,1
DL,ATL,0,GSO,Tue,May,ATL-GSO,2367,5/17/22,-1,-17,0,0,0,0,0,0
DL,MSP,0,LAS,Sat,Mar,MSP-LAS,842,3/5/22,0,-14,0,0,0,0,0,0
DL,DEN,0,MSP,Fri,Apr,DEN-MSP,2504,4/15/22,91,106,91,0,15,0,0,1
DL,LGA,0,RSW,Sun,Sep,LGA-RSW,1498,9/4/22,-7,-34,0,0,0,0,0,0
DL,LAX,0,ATL,Tue,Aug,LAX-ATL,309,8/30/22,3,0,0,0,0,0,0,0
DL,IND,0,BOS,Mon,Sep,IND-BOS,5789,9/5/22,21,20,0,20,0,0,0,1
DL,MEM,0,DTW,Fri,Aug,MEM-DTW,3824,8/12/22,-2,-15,0,0,0,0,0,0
DL,GRB,0,DTW,Thu,Mar,GRB-DTW,3588,3/3/22,-3,-11,0,0,0,0,0,0
DL,PHX,0,SEA,Sun,Sep,PHX-SEA,1322,9/18/22,-4,-41,0,0,0,0,0,0
DL,ATL,0,LGA,Sun,Jun,ATL-LGA,1034,6/12/22,0,57,0,0,57,0,0,1
DL,PIT,0,LGA,Mon,Jun,PIT-LGA,5113,6/20/22,-2,0,0,0,0,0,0,0
DL,ESC,0,MSP,Mon,Jan,ESC-MSP,4231,1/17/22,13,4,0,0,0,0,0,1
DL,PHX,0,JFK,Mon,Jul,PHX-JFK,718,7/11/22,5,-12,0,0,0,0,0,0
DL,RSW,0,DTW,Tue,Jul,RSW-DTW,2118,7/19/22,17,2,0,0,0,0,0,1
DL,JFK,0,CMH,Sun,Apr,JFK-CMH,5639,4/17/22,64,69,0,0,42,0,27,1
DL,TUS,0,ATL,Tue,Jun,TUS-ATL,819,6/28/22,0,-6,0,0,0,0,0,0
DL,LEX,0,ATL,Mon,Apr,LEX-ATL,5847,4/25/22,-3,-7,0,0,0,0,0,0
DL,ATL,0,PIT,Sat,Sep,ATL-PIT,1728,9/24/22,-1,-3,0,0,0,0,0,0
DL,RDU,0,ATL,Sat,May,RDU-ATL,1615,5/14/22,1,-7,0,0,0,0,0,0
DL,ATL,0,OMA,Fri,Aug,ATL-OMA,2517,8/5/22,96,83,0,83,0,0,0,1
DL,CVG,0,MSP,Mon,Aug,CVG-MSP,5160,8/22/22,-4,-19,0,0,0,0,0,0
DL,SEA,0,AUS,Sun,Mar,SEA-AUS,1067,3/6/22,42,25,25,0,0,0,0,1
DL,BOS,0,ATL,Sat,Apr,BOS-ATL,574,4/23/22,2,-17,0,0,0,0,0,0
DL,LGA,0,MSP,Thu,Apr,LGA-MSP,687,4/14/22,122,106,87,0,19,0,0,1
DL,SLC,0,PHX,Sat,Mar,SLC-PHX,1392,3/26/22,-4,8,0,0,0,0,0,1
DL,MCI,0,LAX,Fri,Sep,MCI-LAX,1554,9/23/22,-3,-16,0,0,0,0,0,0
DL,JFK,0,DEN,Sat,Apr,JFK-DEN,1492,4/9/22,0,-16,0,0,0,0,0,0
DL,ATL,0,ORD,Mon,Mar,ATL-ORD,1453,3/7/22,-1,-14,0,0,0,0,0,0
DL,SJC,0,SLC,Sat,May,SJC-SLC,2144,5/7/22,-2,-23,0,0,0,0,0,0
DL,JFK,0,MSP,Tue,Feb,JFK-MSP,4635,2/1/22,-6,-31,0,0,0,0,0,0
DL,LGA,0,RIC,Thu,Sep,LGA-RIC,5256,9/8/22,-6,-10,0,0,0,0,0,0
DL,SLC,0,SEA,Wed,May,SLC-SEA,916,5/18/22,4,10,0,0,0,0,0,1
DL,DTW,0,RDU,Mon,Aug,DTW-RDU,2798,8/29/22,-3,-3,0,0,0,0,0,0
DL,ATL,0,JFK,Sat,Jun,ATL-JFK,860,6/4/22,-2,-21,0,0,0,0,0,0
DL,TUL,0,SLC,Sat,Apr,TUL-SLC,3979,4/23/22,-9,-9,0,0,0,0,0,0
DL,LGA,0,RDU,Mon,Jan,LGA-RDU,5062,1/17/22,-5,21,0,0,21,0,0,1
DL,TYS,0,ATL,Mon,Sep,TYS-ATL,1704,9/5/22,-7,-8,0,0,0,0,0,0
DL,JFK,0,CLT,Thu,Mar,JFK-CLT,5470,3/31/22,-6,11,0,0,0,0,0,1
DL,HLN,0,SLC,Wed,Jun,HLN-SLC,3810,6/22/22,-10,-14,0,0,0,0,0,0
DL,DTW,0,CLT,Tue,Aug,DTW-CLT,1594,8/9/22,-1,-3,0,0,0,0,0,0
DL,BOS,0,JAX,Wed,May,BOS-JAX,5764,5/11/22,-3,-15,0,0,0,0,0,0
DL,CLE,0,LGA,Tue,Apr,CLE-LGA,4646,4/26/22,-5,-16,0,0,0,0,0,0
DL,DFW,0,BOS,Sat,Mar,DFW-BOS,1182,3/26/22,-9,-23,0,0,0,0,0,0
DL,BOS,0,CLE,Mon,Jun,BOS-CLE,5673,6/20/22,-5,-35,0,0,0,0,0,0
DL,ATL,A,PIT,Sat,May,ATL-PIT,1683,5/21/22,0,0,0,0,0,0,0,0
DL,BNA,0,SEA,Tue,Mar,BNA-SEA,861,3/15/22,-6,-10,0,0,0,0,0,0
DL,LGA,0,CMH,Fri,May,LGA-CMH,5849,5/20/22,-4,-6,0,0,0,0,0,0
DL,JFK,0,MSP,Tue,Sep,JFK-MSP,4808,9/13/22,-2,-47,0,0,0,0,0,0
DL,JFK,0,SYR,Sat,Jun,JFK-SYR,4981,6/11/22,-10,-23,0,0,0,0,0,0
DL,CLE,0,BOS,Tue,Jul,CLE-BOS,5816,7/5/22,-3,-20,0,0,0,0,0,0
DL,MFR,0,SLC,Sun,May,MFR-SLC,3507,5/15/22,-1,-14,0,0,0,0,0,0
DL,ATL,0,SJU,Tue,Apr,ATL-SJU,1861,4/19/22,3,3,0,0,0,0,0,1
DL,DTW,0,CVG,Thu,Jun,DTW-CVG,5301,6/2/22,-4,-3,0,0,0,0,0,0
DL,LAX,0,SMF,Sat,Feb,LAX-SMF,3990,2/12/22,-1,-18,0,0,0,0,0,0
DL,TUS,0,LAX,Tue,Mar,TUS-LAX,3781,3/22/22,-5,-10,0,0,0,0,0,0
DL,SEA,0,BOI,Tue,Aug,SEA-BOI,3796,8/9/22,0,-10,0,0,0,0,0,0
DL,ONT,0,SLC,Wed,May,ONT-SLC,1225,5/4/22,-7,-7,0,0,0,0,0,0
DL,SAN,0,MSP,Wed,Sep,SAN-MSP,2296,9/21/22,1,-10,0,0,0,0,0,0
DL,SLC,0,PSP,Mon,Jul,SLC-PSP,4001,7/18/22,14,-1,0,0,0,0,0,0
DL,SEA,0,IAD,Tue,Jun,SEA-IAD,1681,6/14/22,-8,7,0,0,0,0,0,1
DL,BOI,0,ATL,Mon,Jul,BOI-ATL,2077,7/11/22,-7,-17,0,0,0,0,0,0
DL,BDL,0,ATL,Fri,Jul,BDL-ATL,2757,7/15/22,-5,-26,0,0,0,0,0,0
DL,FCA,0,SLC,Tue,Jul,FCA-SLC,3822,7/5/22,-5,-14,0,0,0,0,0,0
DL,MSP,0,DEN,Wed,Sep,MSP-DEN,2777,9/28/22,-4,-16,0,0,0,0,0,0
DL,ATL,0,EVV,Sun,Apr,ATL-EVV,5526,4/3/22,-5,-12,0,0,0,0,0,0
DL,SLC,0,OAK,Sat,Jun,SLC-OAK,3787,6/11/22,0,-1,0,0,0,0,0,0
DL,CLE,0,MSP,Fri,Feb,CLE-MSP,3952,2/25/22,29,163,163,0,0,0,0,1
DL,SLC,0,BOI,Mon,Feb,SLC-BOI,2690,2/28/22,-8,-19,0,0,0,0,0,0
DL,OMA,0,MSP,Thu,Apr,OMA-MSP,3577,4/14/22,121,122,0,122,0,0,0,1
DL,BNA,0,MSP,Fri,Jul,BNA-MSP,2957,7/15/22,-8,-7,0,0,0,0,0,0
DL,DTW,0,CMH,Thu,Jun,DTW-CMH,4084,6/23/22,-4,-13,0,0,0,0,0,0
DL,ATL,0,GSP,Fri,Sep,ATL-GSP,2708,9/2/22,2,-4,0,0,0,0,0,0
DL,ATL,0,BOS,Sun,Jan,ATL-BOS,572,1/9/22,-6,-20,0,0,0,0,0,0
DL,ORD,0,SEA,Fri,Mar,ORD-SEA,852,3/11/22,-1,-7,0,0,0,0,0,0
DL,CMH,0,LGA,Thu,Jul,CMH-LGA,5598,7/21/22,-8,-18,0,0,0,0,0,0
DL,ATL,0,JAC,Mon,Mar,ATL-JAC,784,3/21/22,0,-5,0,0,0,0,0,0
DL,IAH,0,LAX,Thu,Feb,IAH-LAX,688,2/10/22,1,-11,0,0,0,0,0,0
DL,ATL,0,BNA,Sat,Feb,ATL-BNA,1226,2/19/22,-3,-10,0,0,0,0,0,0
DL,SLC,0,AUS,Tue,Sep,SLC-AUS,2605,9/6/22,-2,-5,0,0,0,0,0,0
DL,LGA,0,SYR,Thu,Jan,LGA-SYR,5414,1/13/22,-9,-27,0,0,0,0,0,0
DL,SLC,0,BZN,Sun,Mar,SLC-BZN,3549,3/6/22,57,79,0,79,0,0,0,1
DL,TPA,0,ATL,Tue,May,TPA-ATL,499,5/17/22,-6,-21,0,0,0,0,0,0
DL,DTW,0,MSY,Sun,Jul,DTW-MSY,2082,7/10/22,-7,-14,0,0,0,0,0,0
DL,VLD,0,ATL,Sun,May,VLD-ATL,5149,5/15/22,3,-7,0,0,0,0,0,0
DL,DTW,0,TPA,Mon,Mar,DTW-TPA,1603,3/28/22,-3,-22,0,0,0,0,0,0
DL,JFK,0,BGR,Tue,Aug,JFK-BGR,4776,8/2/22,-4,-14,0,0,0,0,0,0
DL,ALB,0,ATL,Wed,Jun,ALB-ATL,2819,6/29/22,-1,1,0,0,0,0,0,1
DL,SLC,0,BOS,Thu,Jan,SLC-BOS,745,1/20/22,-2,21,0,0,21,0,0,1
DL,BOI,0,SEA,Mon,Aug,BOI-SEA,3852,8/29/22,-7,-14,0,0,0,0,0,0
DL,MSP,0,MKE,Mon,Jun,MSP-MKE,5352,6/20/22,157,148,148,0,0,0,0,1
DL,MCI,0,BOS,Sat,Aug,MCI-BOS,5855,8/6/22,-5,16,0,0,16,0,0,1
DL,SFO,0,SLC,Sat,Sep,SFO-SLC,1311,9/17/22,4,-13,0,0,0,0,0,0
DL,MSP,0,SFO,Sat,Sep,MSP-SFO,2365,9/3/22,3,-23,0,0,0,0,0,0
DL,CLT,0,ATL,Thu,Sep,CLT-ATL,1679,9/15/22,-6,-7,0,0,0,0,0,0
DL,ORD,0,LGA,Tue,Feb,ORD-LGA,551,2/1/22,-4,-25,0,0,0,0,0,0
DL,SEA,0,ONT,Wed,Jul,SEA-ONT,3907,7/27/22,-3,-24,0,0,0,0,0,0
DL,MSP,0,BZN,Wed,Jun,MSP-BZN,1691,6/1/22,66,59,59,0,0,0,0,1
DL,LIT,0,ATL,Sat,Feb,LIT-ATL,1357,2/26/22,-3,5,0,0,0,0,0,1
DL,IAH,0,ATL,Thu,Jun,IAH-ATL,2695,6/2/22,2,4,0,0,0,0,0,1
DL,LAS,0,JFK,Thu,Mar,LAS-JFK,371,3/31/22,58,87,0,0,87,0,0,1
DL,MEM,0,LAX,Wed,Jul,MEM-LAX,697,7/27/22,-5,2,0,0,0,0,0,1
DL,SAT,0,ATL,Wed,Apr,SAT-ATL,2322,4/6/22,39,42,4,0,3,0,35,1
DL,JFK,0,CMH,Fri,Feb,JFK-CMH,5688,2/4/22,25,57,25,0,32,0,0,1
DL,LGA,0,GRR,Thu,Mar,LGA-GRR,5376,3/3/22,-6,7,0,0,0,0,0,1
DL,ATL,0,AGS,Mon,Apr,ATL-AGS,4702,4/25/22,-5,-8,0,0,0,0,0,0
DL,TYS,0,DTW,Tue,Jan,TYS-DTW,4812,1/18/22,-2,3,0,0,0,0,0,1
DL,OAK,0,SLC,Wed,Feb,OAK-SLC,2494,2/16/22,-8,-15,0,0,0,0,0,0
DL,DFW,0,SLC,Fri,Jul,DFW-SLC,1389,7/22/22,17,13,0,0,0,0,0,1
DL,ATL,0,STL,Tue,Mar,ATL-STL,2165,3/22/22,-4,-11,0,0,0,0,0,0
DL,ATL,0,GSO,Sat,Feb,ATL-GSO,2977,2/19/22,-7,0,0,0,0,0,0,0
DL,ATL,0,HPN,Sun,Jan,ATL-HPN,1247,1/30/22,-1,-7,0,0,0,0,0,0
DL,RSW,0,MSP,Sun,Jul,RSW-MSP,1280,7/24/22,-8,-19,0,0,0,0,0,0
DL,GRR,0,ATL,Sun,Jan,GRR-ATL,1736,1/16/22,-6,-10,0,0,0,0,0,0
DL,ONT,0,SEA,Wed,Sep,ONT-SEA,3659,9/7/22,-6,-12,0,0,0,0,0,0
DL,EVV,0,ATL,Mon,Aug,EVV-ATL,1183,8/8/22,-7,-13,0,0,0,0,0,0
DL,ATL,0,SAV,Fri,Mar,ATL-SAV,2742,3/18/22,102,87,87,0,0,0,0,1
DL,SAT,0,MSP,Tue,Apr,SAT-MSP,2464,4/26/22,-7,-1,0,0,0,0,0,0
DL,SEA,0,MSP,Fri,Jul,SEA-MSP,1707,7/29/22,-1,-16,0,0,0,0,0,0
DL,MSP,0,MKE,Mon,Jan,MSP-MKE,4482,1/31/22,-4,-1,0,0,0,0,0,0
DL,MSP,0,TPA,Tue,Jul,MSP-TPA,2183,7/12/22,0,-9,0,0,0,0,0,0
DL,DTW,0,ITH,Sun,Jul,DTW-ITH,5344,7/10/22,-5,-13,0,0,0,0,0,0
DL,PLN,0,DTW,Wed,Jun,PLN-DTW,4275,6/22/22,-6,-19,0,0,0,0,0,0
DL,DCA,0,RDU,Tue,Aug,DCA-RDU,5177,8/16/22,-5,-11,0,0,0,0,0,0
DL,SAV,0,ATL,Thu,Mar,SAV-ATL,2388,3/31/22,16,9,0,0,0,0,0,1
DL,PHX,0,DTW,Sun,Sep,PHX-DTW,1102,9/11/22,-2,-9,0,0,0,0,0,0
DL,DTW,0,DEN,Wed,May,DTW-DEN,892,5/18/22,-2,-10,0,0,0,0,0,0
DL,STL,0,SLC,Tue,Aug,STL-SLC,2231,8/23/22,2,-15,0,0,0,0,0,0
DL,GEG,0,SEA,Tue,Jun,GEG-SEA,3954,6/28/22,-3,-7,0,0,0,0,0,0
DL,DEN,0,ATL,Tue,Jul,DEN-ATL,540,7/5/22,97,83,0,0,0,0,83,1
DL,SLC,0,DCA,Fri,Jun,SLC-DCA,760,6/24/22,-6,-22,0,0,0,0,0,0
DL,ATL,0,GEG,Fri,Jun,ATL-GEG,2814,6/24/22,0,-8,0,0,0,0,0,0
DL,ATL,0,JAX,Thu,Sep,ATL-JAX,2127,9/15/22,-5,-19,0,0,0,0,0,0
DL,IND,0,BOS,Sat,Feb,IND-BOS,5785,2/5/22,-2,24,0,0,24,0,0,1
DL,ATL,0,DCA,Sun,Jul,ATL-DCA,456,7/3/22,-3,-14,0,0,0,0,0,0
DL,ATL,0,BMI,Tue,Jun,ATL-BMI,5364,6/14/22,-2,-15,0,0,0,0,0,0
DL,ATL,0,DTW,Sat,Apr,ATL-DTW,453,4/2/22,7,15,7,0,8,0,0,1
DL,ATL,0,SDF,Sat,Apr,ATL-SDF,1563,4/2/22,-2,-8,0,0,0,0,0,0
DL,PHL,0,SLC,Sat,Mar,PHL-SLC,1254,3/26/22,-3,-49,0,0,0,0,0,0
DL,BUF,0,JFK,Wed,Sep,BUF-JFK,5261,9/7/22,-5,-20,0,0,0,0,0,0
DL,BNA,0,LGA,Sun,Aug,BNA-LGA,5654,8/7/22,36,76,0,36,40,0,0,1
DL,MYR,0,ATL,Thu,Apr,MYR-ATL,1697,4/7/22,-2,-19,0,0,0,0,0,0
DL,MFR,0,SEA,Fri,Apr,MFR-SEA,3944,4/15/22,-6,12,0,0,0,0,0,1
DL,HIB,0,MSP,Fri,Sep,HIB-MSP,4327,9/9/22,3,-7,0,0,0,0,0,0
DL,LAX,0,MSY,Fri,Mar,LAX-MSY,1196,3/4/22,24,22,22,0,0,0,0,1
DL,CLE,0,DTW,Wed,Feb,CLE-DTW,3950,2/16/22,-7,-12,0,0,0,0,0,0
DL,SAV,0,ATL,Sun,Sep,SAV-ATL,2388,9/4/22,-2,-7,0,0,0,0,0,0
DL,ATL,0,MOB,Sun,Apr,ATL-MOB,5251,4/10/22,-5,-19,0,0,0,0,0,0
DL,CLE,0,ATL,Sun,Mar,CLE-ATL,1444,3/27/22,1,6,0,0,0,0,0,1
DL,JFK,0,TPA,Sat,Jan,JFK-TPA,1406,1/1/22,10,-9,0,0,0,0,0,0
DL,SAT,0,SLC,Mon,May,SAT-SLC,1257,5/30/22,3,4,0,0,0,0,0,1
DL,RDU,0,JFK,Thu,May,RDU-JFK,5081,5/26/22,17,3,0,0,0,0,0,1
DL,DTW,0,SEA,Mon,Apr,DTW-SEA,1189,4/18/22,0,11,0,0,0,0,0,1
DL,SEA,0,SLC,Sun,Aug,SEA-SLC,1004,8/14/22,-7,-15,0,0,0,0,0,0
DL,BOS,0,DCA,Sun,Feb,BOS-DCA,5798,2/13/22,12,32,0,1,20,0,11,1
DL,ATL,0,OKC,Mon,Jul,ATL-OKC,2309,7/25/22,0,-5,0,0,0,0,0,0
DL,LAX,0,JAC,Wed,Feb,LAX-JAC,4025,2/16/22,-4,1,0,0,0,0,0,1
DL,SFO,0,JFK,Mon,May,SFO-JFK,300,5/2/22,6,-19,0,0,0,0,0,0
DL,BZN,0,MSP,Thu,Mar,BZN-MSP,2434,3/3/22,-3,-27,0,0,0,0,0,0
DL,DCA,0,MSP,Wed,Jun,DCA-MSP,1740,6/8/22,-5,-8,0,0,0,0,0,0
DL,BWI,0,DTW,Sat,Apr,BWI-DTW,2449,4/23/22,115,105,105,0,0,0,0,1
DL,FSD,0,MSP,Thu,Jan,FSD-MSP,2941,1/13/22,-7,-4,0,0,0,0,0,0
DL,CIU,0,MSP,Tue,May,CIU-MSP,4302,5/10/22,7,-6,0,0,0,0,0,0
DL,MIA,0,BOS,Sun,Jan,MIA-BOS,2875,1/16/22,-9,-7,0,0,0,0,0,0
DL,ATL,0,MLB,Thu,Feb,ATL-MLB,2093,2/24/22,-4,-19,0,0,0,0,0,0
DL,SDF,A,ATL,Mon,Jan,SDF-ATL,1665,1/3/22,0,0,0,0,0,0,0,0
DL,ATL,0,SAT,Tue,Mar,ATL-SAT,1214,3/15/22,-2,-1,0,0,0,0,0,0
DL,DTW,0,LAX,Thu,May,DTW-LAX,2528,5/5/22,-9,-35,0,0,0,0,0,0
DL,SEA,0,PDX,Wed,May,SEA-PDX,3622,5/11/22,-10,-23,0,0,0,0,0,0
DL,PLN,0,DTW,Tue,Feb,PLN-DTW,4283,2/8/22,-10,-22,0,0,0,0,0,0
DL,JFK,0,BWI,Thu,Jan,JFK-BWI,5449,1/27/22,-10,-23,0,0,0,0,0,0
DL,ATL,0,SRQ,Fri,Sep,ATL-SRQ,1689,9/23/22,0,-6,0,0,0,0,0,0
DL,DFW,0,ATL,Tue,May,DFW-ATL,1463,5/10/22,0,-6,0,0,0,0,0,0
DL,BOS,0,RSW,Mon,Jul,BOS-RSW,1097,7/18/22,18,34,0,0,16,0,18,1
DL,DTW,0,CID,Thu,Jun,DTW-CID,4687,6/9/22,-4,-8,0,0,0,0,0,0
DL,JAX,0,JFK,Sun,Mar,JAX-JFK,5747,3/27/22,-4,-14,0,0,0,0,0,0
DL,MCO,0,BOS,Thu,Aug,MCO-BOS,1190,8/11/22,6,-5,0,0,0,0,0,0
DL,DLH,0,MSP,Sat,Jun,DLH-MSP,4119,6/18/22,-1,-4,0,0,0,0,0,0
DL,RIC,0,DTW,Thu,Jun,RIC-DTW,3926,6/23/22,0,-2,0,0,0,0,0,0
DL,DTW,0,LGA,Tue,Jan,DTW-LGA,1038,1/11/22,-3,-17,0,0,0,0,0,0
DL,RDU,0,EWR,Sun,Mar,RDU-EWR,4982,3/13/22,-5,-12,0,0,0,0,0,0
DL,RDU,0,EWR,Tue,Jun,RDU-EWR,5505,6/7/22,40,27,0,0,27,0,0,1
DL,LGA,0,ATL,Mon,Feb,LGA-ATL,308,2/14/22,-3,-21,0,0,0,0,0,0
DL,JFK,0,IND,Sun,Jan,JFK-IND,5041,1/30/22,-2,-29,0,0,0,0,0,0
DL,ATL,0,CLE,Thu,Jun,ATL-CLE,1504,6/2/22,10,0,0,0,0,0,0,0
DL,ALB,0,ATL,Fri,Jun,ALB-ATL,2928,6/24/22,-5,-20,0,0,0,0,0,0
DL,DTW,0,STL,Mon,Mar,DTW-STL,3837,3/28/22,0,-4,0,0,0,0,0,0
DL,CID,0,MSP,Sat,Apr,CID-MSP,4924,4/30/22,-1,3,0,0,0,0,0,1
DL,MSP,0,DLH,Thu,Aug,MSP-DLH,4094,8/25/22,-1,-18,0,0,0,0,0,0
DL,SDF,0,ATL,Fri,Feb,SDF-ATL,2397,2/4/22,3,-7,0,0,0,0,0,0
DL,LAS,0,DTW,Thu,Jan,LAS-DTW,950,1/13/22,-11,-20,0,0,0,0,0,0
DL,SLC,0,SNA,Sun,Jan,SLC-SNA,1390,1/23/22,-6,37,0,0,37,0,0,1
