mkt_ccode,dep_airport,cancel_code,arr_airport,day_week_name,month__name,route,mkt_fl_no,date,dep_delay_time_actual,arr_delay_time_actual,mins_late_delay_code_e_carrier,mins_late_delay_code_f_weather,mins_late_delay_code_g_nas,mins_late_delay_code_h_security,mins_late_delay_code_i_late_arr_flight,delay
AA,ATL,0,PHL,Thu,Jul,ATL-PHL,5585,7/14/22,-7,-17,0,0,0,0,0,0
AA,DEN,0,ORD,Thu,Aug,DEN-ORD,2368,8/25/22,-1,-12,0,0,0,0,0,0
AA,ITH,0,CLT,Sat,Mar,ITH-CLT,5134,3/12/22,90,133,0,90,43,0,0,1
AA,CAE,0,DFW,Sun,Jun,CAE-DFW,3892,6/12/22,-6,-11,0,0,0,0,0,0
AA,LFT,0,DFW,Mon,Sep,LFT-DFW,3202,9/12/22,-9,-18,0,0,0,0,0,0
AA,ORD,0,MLI,Fri,May,ORD-MLI,3714,5/13/22,73,110,0,73,37,0,0,1
AA,CHO,0,CLT,Mon,Sep,CHO-CLT,5962,9/5/22,-7,-6,0,0,0,0,0,0
AA,OGG,0,DFW,Sat,Apr,OGG-DFW,116,4/23/22,0,-15,0,0,0,0,0,0
AA,ORD,0,HPN,Wed,Apr,ORD-HPN,3015,4/20/22,-7,-8,0,0,0,0,0,0
AA,PHX,0,ABQ,Tue,Jan,PHX-ABQ,3049,1/18/22,-6,-16,0,0,0,0,0,0
AA,AUS,0,MIA,Wed,Jul,AUS-MIA,2645,7/13/22,1,-13,0,0,0,0,0,0
AA,LAS,0,LAX,Tue,Jan,LAS-LAX,2732,1/4/22,9,-2,0,0,0,0,0,0
AA,ORD,0,MSP,Sat,May,ORD-MSP,3527,5/21/22,81,60,0,0,3,0,57,1
AA,PHX,0,FAT,Sun,May,PHX-FAT,3266,5/15/22,-7,-19,0,0,0,0,0,0
AA,DFW,0,DCA,Thu,Jun,DFW-DCA,472,6/16/22,9,-13,0,0,0,0,0,0
AA,DCA,0,HSV,Mon,May,DCA-HSV,5215,5/2/22,102,92,0,0,0,0,92,1
AA,ORD,0,AUS,Wed,Jan,ORD-AUS,1629,1/26/22,-5,-6,0,0,0,0,0,0
AA,BDL,0,PHL,Fri,Sep,BDL-PHL,4838,9/9/22,-4,-11,0,0,0,0,0,0
AA,LGA,0,CMH,Fri,May,LGA-CMH,4846,5/6/22,-7,-18,0,0,0,0,0,0
AA,DFW,0,AUS,Wed,Jan,DFW-AUS,1064,1/5/22,-5,-7,0,0,0,0,0,0
AA,DFW,0,GSP,Sat,Jul,DFW-GSP,2407,7/16/22,-2,6,0,0,0,0,0,1
AA,MIA,0,LAX,Tue,Jun,MIA-LAX,517,6/14/22,-2,-2,0,0,0,0,0,0
AA,CLT,0,PBI,Fri,Jun,CLT-PBI,1764,6/10/22,106,125,16,0,19,0,90,1
AA,DFW,0,RSW,Wed,Mar,DFW-RSW,2474,3/30/22,-1,0,0,0,0,0,0,0
AA,CLT,0,GSO,Mon,May,CLT-GSO,5463,5/16/22,-2,-12,0,0,0,0,0,0
AA,PIT,0,MIA,Wed,Apr,PIT-MIA,3544,4/6/22,18,5,0,0,0,0,0,1
AA,DFW,0,AVL,Tue,May,DFW-AVL,3251,5/17/22,-13,-5,0,0,0,0,0,0
AA,MYR,0,CLT,Sun,Apr,MYR-CLT,5389,4/17/22,-3,-7,0,0,0,0,0,0
AA,TUS,0,PHX,Sat,Mar,TUS-PHX,3200,3/5/22,-9,-4,0,0,0,0,0,0
AA,ORD,0,STL,Sun,Jun,ORD-STL,4202,6/5/22,-2,-6,0,0,0,0,0,0
AA,SFO,0,ORD,Sun,Jun,SFO-ORD,2656,6/5/22,-7,-33,0,0,0,0,0,0
AA,MSY,0,DFW,Tue,Jul,MSY-DFW,2243,7/26/22,12,2,0,0,0,0,0,1
AA,DCA,0,CAE,Sat,Aug,DCA-CAE,4774,8/20/22,-4,-8,0,0,0,0,0,0
AA,JFK,0,DCA,Wed,Sep,JFK-DCA,4538,9/21/22,-4,-7,0,0,0,0,0,0
AA,GRB,0,ORD,Sat,Apr,GRB-ORD,3030,4/16/22,-9,-17,0,0,0,0,0,0
AA,STL,0,PHL,Sat,Jul,STL-PHL,2616,7/30/22,-7,-28,0,0,0,0,0,0
AA,DFW,0,BMI,Wed,Apr,DFW-BMI,5848,4/6/22,-6,-5,0,0,0,0,0,0
AA,PVD,0,PHL,Wed,Jan,PVD-PHL,6004,1/26/22,55,43,0,0,0,0,43,1
AA,SJC,0,PHX,Thu,Jul,SJC-PHX,2059,7/28/22,23,9,0,0,0,0,0,1
AA,ORD,0,XNA,Wed,Mar,ORD-XNA,3889,3/16/22,-3,-9,0,0,0,0,0,0
AA,PHL,0,PWM,Wed,Mar,PHL-PWM,6193,3/2/22,-11,-19,0,0,0,0,0,0
AA,DFW,0,SBN,Tue,Jan,DFW-SBN,3084,1/25/22,-4,-9,0,0,0,0,0,0
AA,MHT,0,PHL,Thu,Jan,MHT-PHL,6178,1/27/22,-13,-25,0,0,0,0,0,0
AA,SRQ,0,CLT,Sun,Mar,SRQ-CLT,5337,3/13/22,-10,-26,0,0,0,0,0,0
AA,CLT,0,GNV,Fri,May,CLT-GNV,5420,5/13/22,-6,-14,0,0,0,0,0,0
AA,LGA,0,DCA,Thu,Jun,LGA-DCA,2125,6/30/22,-7,-27,0,0,0,0,0,0
AA,LGA,0,PIT,Sun,Jun,LGA-PIT,4603,6/12/22,-11,-11,0,0,0,0,0,0
AA,LAS,0,PHL,Tue,Aug,LAS-PHL,1585,8/2/22,-6,-24,0,0,0,0,0,0
AA,LAX,0,SEA,Fri,Aug,LAX-SEA,6315,8/26/22,20,9,0,0,0,0,0,1
AA,ORD,0,CLT,Thu,Sep,ORD-CLT,2714,9/22/22,26,22,22,0,0,0,0,1
AA,GRI,0,DFW,Wed,Aug,GRI-DFW,4016,8/3/22,-2,-15,0,0,0,0,0,0
AA,CLE,0,CLT,Thu,Mar,CLE-CLT,5103,3/17/22,-11,-29,0,0,0,0,0,0
AA,IND,0,LGA,Sat,Sep,IND-LGA,4614,9/17/22,-4,9,0,0,0,0,0,1
AA,DFW,0,RAP,Fri,Jun,DFW-RAP,5722,6/3/22,-1,5,0,0,0,0,0,1
AA,OGG,0,LAX,Sat,Mar,OGG-LAX,2062,3/26/22,-6,-32,0,0,0,0,0,0
AA,DCA,0,PVD,Mon,Sep,DCA-PVD,5174,9/12/22,-7,-21,0,0,0,0,0,0
AA,DCA,0,BUF,Sat,Mar,DCA-BUF,5458,3/26/22,27,24,9,0,0,0,15,1
AA,TPA,0,MIA,Fri,Jan,TPA-MIA,2033,1/7/22,-10,-8,0,0,0,0,0,0
AA,CLT,0,LEX,Mon,Feb,CLT-LEX,6213,2/21/22,37,29,27,0,0,0,2,1
AA,DFW,0,SWO,Tue,Jan,DFW-SWO,3881,1/25/22,-12,-22,0,0,0,0,0,0
AA,LGA,0,CLE,Sun,Jul,LGA-CLE,4722,7/17/22,-1,-5,0,0,0,0,0,0
AA,TPA,0,MIA,Fri,Feb,TPA-MIA,1740,2/4/22,63,71,63,0,8,0,0,1
AA,BOS,0,ORD,Wed,Apr,BOS-ORD,1181,4/27/22,-6,-12,0,0,0,0,0,0
AA,SJU,0,MIA,Tue,Mar,SJU-MIA,967,3/15/22,280,273,20,0,0,0,253,1
AA,ORD,0,ALB,Mon,Sep,ORD-ALB,4013,9/26/22,1,-15,0,0,0,0,0,0
AA,MCO,0,CLT,Sun,Jul,MCO-CLT,1573,7/31/22,23,16,6,0,0,0,10,1
AA,DFW,0,AUS,Tue,Jun,DFW-AUS,1103,6/7/22,4,9,0,0,0,0,0,1
AA,ORD,0,GSP,Wed,Jan,ORD-GSP,3052,1/5/22,104,67,0,0,0,0,67,1
AA,MIA,0,PNS,Wed,Jul,MIA-PNS,4239,7/27/22,-3,-13,0,0,0,0,0,0
AA,BOS,0,DFW,Sun,Aug,BOS-DFW,1148,8/7/22,24,20,20,0,0,0,0,1
AA,ORD,0,PHX,Sun,Feb,ORD-PHX,2765,2/20/22,-7,-18,0,0,0,0,0,0
AA,RDU,0,ORD,Tue,Mar,RDU-ORD,3775,3/29/22,-10,-8,0,0,0,0,0,0
AA,BOS,B,DCA,Sat,Jan,BOS-DCA,2159,1/29/22,0,0,0,0,0,0,0,0
AA,DFW,0,CLT,Sun,Jan,DFW-CLT,1774,1/23/22,-6,-20,0,0,0,0,0,0
AA,CLT,0,PHX,Tue,Sep,CLT-PHX,1678,9/20/22,-2,4,0,0,0,0,0,1
AA,GSP,0,PHL,Tue,Mar,GSP-PHL,5333,3/29/22,-10,-13,0,0,0,0,0,0
AA,CLT,0,MSY,Mon,Mar,CLT-MSY,1943,3/14/22,6,-10,0,0,0,0,0,0
AA,CLT,0,PVD,Fri,Feb,CLT-PVD,712,2/4/22,-5,-13,0,0,0,0,0,0
AA,PHL,0,ORD,Wed,Jun,PHL-ORD,1087,6/22/22,-4,-20,0,0,0,0,0,0
AA,GRR,0,ORD,Mon,Mar,GRR-ORD,3029,3/28/22,-6,-11,0,0,0,0,0,0
AA,ORF,0,DCA,Thu,Aug,ORF-DCA,5210,8/11/22,7,-4,0,0,0,0,0,0
AA,DFW,0,DEN,Thu,Apr,DFW-DEN,1321,4/7/22,-6,2,0,0,0,0,0,1
AA,BOS,0,PHX,Tue,Aug,BOS-PHX,1149,8/16/22,107,94,94,0,0,0,0,1
AA,LAX,0,SAT,Thu,Sep,LAX-SAT,6272,9/1/22,-3,-9,0,0,0,0,0,0
AA,CLT,0,CAK,Fri,Apr,CLT-CAK,5371,4/29/22,-6,-18,0,0,0,0,0,0
AA,ROC,0,BOS,Wed,Jul,ROC-BOS,6103,7/13/22,14,7,0,0,0,0,0,1
AA,SYR,0,CLT,Sun,Sep,SYR-CLT,1825,9/4/22,15,3,0,0,0,0,0,1
AA,LAX,0,MIA,Sun,Sep,LAX-MIA,340,9/11/22,11,5,0,0,0,0,0,1
AA,ORD,0,ATL,Tue,May,ORD-ATL,3085,5/24/22,-3,-9,0,0,0,0,0,0
AA,DFW,0,SAT,Wed,Sep,DFW-SAT,1564,9/14/22,-2,-11,0,0,0,0,0,0
AA,CLT,0,RDU,Fri,Jul,CLT-RDU,1895,7/8/22,3,4,0,0,0,0,0,1
AA,ORD,0,PHX,Wed,Sep,ORD-PHX,866,9/28/22,-3,-24,0,0,0,0,0,0
AA,SAF,0,DFW,Tue,Jul,SAF-DFW,3179,7/5/22,-9,-14,0,0,0,0,0,0
AA,TPA,0,AUS,Mon,Sep,TPA-AUS,986,9/5/22,12,0,0,0,0,0,0,0
AA,CLT,0,CSG,Wed,Aug,CLT-CSG,6192,8/17/22,-8,-13,0,0,0,0,0,0
AA,RIC,0,MIA,Fri,Feb,RIC-MIA,604,2/18/22,-3,-18,0,0,0,0,0,0
AA,DFW,0,MEM,Wed,Mar,DFW-MEM,1017,3/2/22,39,37,37,0,0,0,0,1
AA,ORD,0,LAX,Sat,May,ORD-LAX,1384,5/21/22,82,90,14,0,8,0,68,1
AA,PHX,0,MSN,Sat,Apr,PHX-MSN,854,4/2/22,0,-15,0,0,0,0,0,0
AA,DFW,0,ILM,Sun,Apr,DFW-ILM,3036,4/24/22,-10,-12,0,0,0,0,0,0
AA,LAX,0,TUS,Sun,Sep,LAX-TUS,6312,9/25/22,69,66,66,0,0,0,0,1
AA,CLT,0,TPA,Sun,Jul,CLT-TPA,2915,7/17/22,-5,-4,0,0,0,0,0,0
AA,AVL,0,CLT,Sat,Apr,AVL-CLT,5489,4/23/22,-6,-26,0,0,0,0,0,0
AA,BWI,0,JFK,Thu,Feb,BWI-JFK,4545,2/10/22,-3,-26,0,0,0,0,0,0
AA,DCA,0,BOS,Thu,May,DCA-BOS,2120,5/5/22,11,2,0,0,0,0,0,1
AA,PHX,0,HNL,Sun,May,PHX-HNL,692,5/1/22,-5,-18,0,0,0,0,0,0
AA,DCA,0,HPN,Tue,Apr,DCA-HPN,5254,4/5/22,-7,-14,0,0,0,0,0,0
AA,DFW,0,AMA,Thu,Sep,DFW-AMA,3894,9/8/22,-4,-2,0,0,0,0,0,0
AA,ORD,0,BGR,Wed,Jun,ORD-BGR,3730,6/15/22,-3,-11,0,0,0,0,0,0
AA,LAX,0,DEN,Sat,Mar,LAX-DEN,1164,3/5/22,0,1,0,0,0,0,0,1
AA,SJU,0,MIA,Thu,Jun,SJU-MIA,386,6/23/22,32,45,32,0,13,0,0,1
AA,DFW,0,CHA,Wed,Jun,DFW-CHA,4139,6/1/22,0,2,0,0,0,0,0,1
AA,MIA,0,ORD,Mon,Sep,MIA-ORD,1431,9/12/22,59,39,39,0,0,0,0,1
AA,DCA,0,CAK,Fri,Jun,DCA-CAK,5305,6/24/22,1,1,0,0,0,0,0,1
AA,LAX,0,MIA,Fri,Jan,LAX-MIA,1268,1/14/22,169,215,169,0,46,0,0,1
AA,MSY,0,DCA,Mon,Jul,MSY-DCA,4645,7/11/22,48,60,0,0,12,0,48,1
AA,CLT,0,EVV,Wed,Sep,CLT-EVV,6048,9/7/22,-6,-21,0,0,0,0,0,0
AA,DFW,0,FSD,Sun,Mar,DFW-FSD,5822,3/27/22,-6,-7,0,0,0,0,0,0
AA,ORF,0,PHL,Mon,May,ORF-PHL,5088,5/2/22,-9,-11,0,0,0,0,0,0
AA,SYR,0,CLT,Sat,Feb,SYR-CLT,5080,2/19/22,2,7,0,0,0,0,0,1
AA,LGA,A,DCA,Wed,Jul,LGA-DCA,2118,7/6/22,0,0,0,0,0,0,0,0
AA,DFW,0,BOS,Sat,Jan,DFW-BOS,910,1/8/22,-7,-16,0,0,0,0,0,0
AA,AUS,0,PHL,Mon,Sep,AUS-PHL,346,9/26/22,-6,-31,0,0,0,0,0,0
AA,CLT,0,HHH,Fri,Jun,CLT-HHH,4869,6/10/22,-1,-12,0,0,0,0,0,0
AA,SMF,0,DFW,Mon,Apr,SMF-DFW,2081,4/11/22,36,8,0,0,0,0,0,1
AA,DFW,0,PDX,Sun,May,DFW-PDX,2655,5/15/22,-3,-2,0,0,0,0,0,0
AA,LAX,0,ABQ,Sun,Sep,LAX-ABQ,6295,9/25/22,26,25,0,0,0,0,25,1
AA,DFW,0,MEM,Wed,Aug,DFW-MEM,3143,8/3/22,-3,-15,0,0,0,0,0,0
AA,LAX,0,MIA,Sun,Feb,LAX-MIA,2286,2/13/22,60,70,43,0,10,0,17,1
AA,PHX,0,ABQ,Sun,Jun,PHX-ABQ,5740,6/19/22,0,-8,0,0,0,0,0,0
AA,DFW,0,ELP,Tue,Feb,DFW-ELP,1007,2/1/22,41,35,35,0,0,0,0,1
AA,ORD,0,AZO,Mon,Aug,ORD-AZO,3888,8/22/22,-5,-7,0,0,0,0,0,0
AA,LYH,0,CLT,Tue,Feb,LYH-CLT,6031,2/22/22,96,94,0,0,94,0,0,1
AA,TXK,0,DFW,Thu,Jan,TXK-DFW,3875,1/6/22,4,-4,0,0,0,0,0,0
AA,CLT,0,PHX,Fri,Jul,CLT-PHX,2913,7/8/22,47,49,47,0,2,0,0,1
AA,DFW,0,AMA,Mon,Apr,DFW-AMA,3894,4/11/22,4,0,0,0,0,0,0,0
AA,FSM,A,DFW,Thu,Jul,FSM-DFW,3763,7/21/22,0,0,0,0,0,0,0,0
AA,BOS,0,DCA,Sun,Jun,BOS-DCA,2144,6/26/22,66,44,2,0,0,0,42,1
AA,LYH,0,CLT,Wed,May,LYH-CLT,6031,5/4/22,52,63,0,48,11,0,4,1
AA,MEM,0,MIA,Thu,Jan,MEM-MIA,1340,1/13/22,-5,-4,0,0,0,0,0,0
AA,LAX,0,MCO,Sat,Mar,LAX-MCO,2091,3/19/22,-4,-13,0,0,0,0,0,0
AA,DFW,0,MKE,Wed,Apr,DFW-MKE,1234,4/6/22,12,1,0,0,0,0,0,1
AA,GRR,0,ORD,Sun,May,GRR-ORD,3989,5/15/22,51,30,5,0,0,0,25,1
AA,LAX,0,HNL,Sat,May,LAX-HNL,143,5/7/22,-3,-16,0,0,0,0,0,0
AA,CLT,0,MYR,Thu,Jan,CLT-MYR,5383,1/27/22,-8,2,0,0,0,0,0,1
AA,DCA,0,SRQ,Fri,Jun,DCA-SRQ,2615,6/10/22,67,108,67,0,41,0,0,1
AA,AEX,0,DFW,Thu,Sep,AEX-DFW,3269,9/1/22,-6,-4,0,0,0,0,0,0
AA,SHV,0,DFW,Wed,Jun,SHV-DFW,3168,6/15/22,-5,14,0,0,0,0,0,1
AA,LAX,0,ABQ,Thu,Sep,LAX-ABQ,6295,9/15/22,10,1,0,0,0,0,0,1
AA,DFW,0,MSP,Mon,Feb,DFW-MSP,2593,2/28/22,-4,21,0,0,21,0,0,1
AA,DFW,0,ONT,Thu,Jul,DFW-ONT,1820,7/14/22,-4,-7,0,0,0,0,0,0
AA,BNA,0,PHL,Fri,Apr,BNA-PHL,4797,4/15/22,-1,-15,0,0,0,0,0,0
AA,LGA,B,DFW,Fri,Jan,LGA-DFW,1597,1/7/22,0,0,0,0,0,0,0,0
AA,PHL,0,MDT,Wed,Mar,PHL-MDT,6068,3/2/22,-5,-5,0,0,0,0,0,0
AA,MDT,0,CLT,Sat,Jun,MDT-CLT,5474,6/11/22,-5,-6,0,0,0,0,0,0
AA,DFW,0,RDU,Tue,Feb,DFW-RDU,1888,2/15/22,-2,1,0,0,0,0,0,1
AA,SAV,0,PHL,Fri,Jan,SAV-PHL,5570,1/7/22,-13,-20,0,0,0,0,0,0
AA,DFW,0,LAS,Sat,Jan,DFW-LAS,2376,1/1/22,-4,-1,0,0,0,0,0,0
AA,DFW,0,IDA,Sun,Mar,DFW-IDA,3018,3/27/22,-10,-6,0,0,0,0,0,0
AA,DEN,0,CLT,Fri,Feb,DEN-CLT,573,2/18/22,-5,-25,0,0,0,0,0,0
AA,MIA,0,TPA,Sat,Sep,MIA-TPA,2033,9/17/22,26,19,12,0,0,0,7,1
AA,LAX,0,SMF,Sat,Aug,LAX-SMF,6294,8/6/22,-2,4,0,0,0,0,0,1
AA,DFW,0,HSV,Sun,Apr,DFW-HSV,3193,4/24/22,-1,-8,0,0,0,0,0,0
AA,CLT,0,MGM,Fri,Apr,CLT-MGM,6095,4/1/22,55,59,4,0,4,0,51,1
AA,LGA,0,ORD,Tue,Aug,LGA-ORD,2302,8/9/22,44,126,0,0,82,0,44,1
AA,ORD,0,DEN,Fri,Jul,ORD-DEN,2361,7/29/22,-5,0,0,0,0,0,0,0
AA,OGG,0,PHX,Sat,Apr,OGG-PHX,645,4/2/22,-10,-35,0,0,0,0,0,0
AA,DCA,0,ROC,Sat,May,DCA-ROC,3797,5/14/22,5,-2,0,0,0,0,0,0
AA,LIT,0,DFW,Mon,Jul,LIT-DFW,3794,7/11/22,-4,-11,0,0,0,0,0,0
AA,RIC,0,DFW,Fri,Mar,RIC-DFW,1915,3/4/22,-6,-24,0,0,0,0,0,0
AA,CLT,B,JFK,Thu,Aug,CLT-JFK,790,8/4/22,0,0,0,0,0,0,0,0
AA,MLU,0,DFW,Fri,Mar,MLU-DFW,4103,3/11/22,-6,-4,0,0,0,0,0,0
AA,DCA,0,BTV,Mon,Feb,DCA-BTV,4934,2/21/22,73,59,59,0,0,0,0,1
AA,CLT,0,STL,Mon,Jun,CLT-STL,5095,6/27/22,-5,-23,0,0,0,0,0,0
AA,IND,0,CLT,Thu,Jul,IND-CLT,2220,7/28/22,15,17,11,0,2,0,4,1
AA,ROA,0,CLT,Thu,Jun,ROA-CLT,6198,6/9/22,-10,-27,0,0,0,0,0,0
AA,LGA,0,XNA,Fri,Apr,LGA-XNA,4587,4/15/22,-5,10,0,0,0,0,0,1
AA,TPA,0,RDU,Thu,Jul,TPA-RDU,2437,7/7/22,37,26,26,0,0,0,0,1
AA,IND,0,PHX,Mon,Aug,IND-PHX,2555,8/8/22,23,9,0,0,0,0,0,1
AA,DFW,0,GRI,Tue,Aug,DFW-GRI,4980,8/30/22,34,49,0,0,0,0,49,1
AA,DFW,0,DEN,Sat,Aug,DFW-DEN,662,8/20/22,45,38,38,0,0,0,0,1
AA,GJT,0,PHX,Wed,Jul,GJT-PHX,3216,7/6/22,17,15,0,0,0,0,15,1
AA,DCA,0,GRR,Sun,Jun,DCA-GRR,5039,6/19/22,1,-4,0,0,0,0,0,0
AA,LAX,0,PHX,Fri,Feb,LAX-PHX,947,2/25/22,100,98,3,0,0,0,95,1
AA,SJC,0,PHX,Wed,Apr,SJC-PHX,2049,4/20/22,-2,-3,0,0,0,0,0,0
AA,LGA,0,BNA,Mon,Jan,LGA-BNA,4904,1/10/22,-7,-7,0,0,0,0,0,0
AA,ORD,0,DFW,Sun,Jun,ORD-DFW,2392,6/19/22,9,14,0,0,0,0,0,1
AA,CLT,0,AEX,Fri,Jan,CLT-AEX,5329,1/28/22,-5,4,0,0,0,0,0,1
AA,DCA,0,DFW,Fri,Aug,DCA-DFW,1912,8/19/22,-1,-12,0,0,0,0,0,0
AA,PHX,0,JFK,Tue,May,PHX-JFK,1388,5/24/22,-1,-4,0,0,0,0,0,0
AA,FLG,0,PHX,Fri,Jan,FLG-PHX,3007,1/21/22,-10,-10,0,0,0,0,0,0
AA,ORD,0,SAN,Sat,Aug,ORD-SAN,860,8/27/22,-10,-2,0,0,0,0,0,0
AA,JFK,0,MIA,Mon,Aug,JFK-MIA,688,8/29/22,-7,43,0,0,43,0,0,1
AA,SLC,C,ORD,Sat,Jul,SLC-ORD,2069,7/23/22,0,0,0,0,0,0,0,0
AA,LAX,0,SAT,Mon,Sep,LAX-SAT,871,9/19/22,-7,-15,0,0,0,0,0,0
AA,HPN,0,DCA,Mon,Jul,HPN-DCA,5401,7/18/22,-10,23,0,0,23,0,0,1
AA,MSY,0,AUS,Mon,Jan,MSY-AUS,4171,1/10/22,-8,-15,0,0,0,0,0,0
AA,BTR,0,DFW,Thu,Aug,BTR-DFW,4958,8/11/22,-5,-5,0,0,0,0,0,0
AA,ROC,0,DCA,Mon,Sep,ROC-DCA,4542,9/5/22,-3,-5,0,0,0,0,0,0
AA,DFW,0,HDN,Sat,Feb,DFW-HDN,1923,2/12/22,3,-3,0,0,0,0,0,0
AA,TYS,0,ORD,Sun,Apr,TYS-ORD,3007,4/3/22,-2,-19,0,0,0,0,0,0
AA,ORD,A,LGA,Tue,Feb,ORD-LGA,527,2/8/22,0,0,0,0,0,0,0,0
AA,PHL,0,SYR,Sat,Jul,PHL-SYR,6207,7/23/22,-9,-25,0,0,0,0,0,0
AA,EWR,0,PHX,Sun,Mar,EWR-PHX,1986,3/6/22,92,132,14,0,40,0,78,1
AA,CLT,0,EWR,Thu,Feb,CLT-EWR,1216,2/24/22,11,0,0,0,0,0,0,0
AA,MIA,0,AUS,Mon,Sep,MIA-AUS,2957,9/12/22,15,8,0,0,0,0,0,1
AA,ORD,0,SGF,Wed,Aug,ORD-SGF,3311,8/3/22,5,4,0,0,0,0,0,1
AA,ORD,0,LEX,Sat,Sep,ORD-LEX,3141,9/3/22,-3,-12,0,0,0,0,0,0
AA,ORD,0,CVG,Mon,Aug,ORD-CVG,3989,8/29/22,64,68,0,1,4,0,63,1
AA,DEN,0,DFW,Mon,Apr,DEN-DFW,1832,4/4/22,3,20,0,0,17,0,3,1
AA,DSM,0,CLT,Tue,Aug,DSM-CLT,1244,8/2/22,-8,-18,0,0,0,0,0,0
AA,BFL,0,PHX,Thu,Feb,BFL-PHX,3142,2/3/22,-11,-19,0,0,0,0,0,0
AA,CLE,0,CLT,Thu,Sep,CLE-CLT,2982,9/8/22,-13,-20,0,0,0,0,0,0
AA,DFW,0,TUL,Sat,Apr,DFW-TUL,5909,4/23/22,-1,-12,0,0,0,0,0,0
AA,CLT,0,LAX,Tue,Apr,CLT-LAX,2947,4/19/22,-2,-9,0,0,0,0,0,0
AA,SFO,0,LAX,Fri,May,SFO-LAX,6247,5/13/22,5,9,0,0,0,0,0,1
AA,ORF,0,MIA,Tue,Apr,ORF-MIA,1448,4/5/22,-8,-4,0,0,0,0,0,0
AA,DFW,0,STL,Wed,Aug,DFW-STL,1362,8/3/22,1,1,0,0,0,0,0,1
AA,CLT,B,CRW,Sun,Jul,CLT-CRW,5335,7/31/22,0,0,0,0,0,0,0,0
AA,PHL,0,IND,Sun,Feb,PHL-IND,4808,2/6/22,-8,-15,0,0,0,0,0,0
AA,FAY,0,CLT,Thu,Sep,FAY-CLT,6033,9/15/22,-5,-16,0,0,0,0,0,0
AA,BNA,0,DFW,Fri,Jul,BNA-DFW,2787,7/29/22,8,5,0,0,0,0,0,1
AA,PHL,0,CVG,Fri,Sep,PHL-CVG,5934,9/16/22,-8,-18,0,0,0,0,0,0
AA,PHX,0,TUS,Sat,Aug,PHX-TUS,6253,8/20/22,5,-2,0,0,0,0,0,0
AA,DEN,0,ORD,Tue,Jan,DEN-ORD,2771,1/18/22,-1,-36,0,0,0,0,0,0
AA,CLT,0,EWN,Tue,Feb,CLT-EWN,5349,2/22/22,-1,-8,0,0,0,0,0,0
AA,ORD,0,LGA,Fri,Apr,ORD-LGA,337,4/22/22,-8,-10,0,0,0,0,0,0
AA,AUS,0,MSY,Tue,Aug,AUS-MSY,3860,8/23/22,-5,-7,0,0,0,0,0,0
AA,HRL,0,DFW,Sun,Jan,HRL-DFW,3005,1/9/22,-4,-8,0,0,0,0,0,0
AA,PHL,0,RDU,Fri,Jul,PHL-RDU,2685,7/22/22,15,-14,0,0,0,0,0,0
AA,DFW,0,BNA,Tue,Aug,DFW-BNA,1100,8/30/22,11,28,11,0,17,0,0,1
AA,AVP,0,ORD,Mon,Jan,AVP-ORD,3838,1/31/22,-11,-32,0,0,0,0,0,0
AA,ORD,0,CLT,Thu,May,ORD-CLT,1012,5/19/22,-3,-17,0,0,0,0,0,0
AA,LAS,0,LAX,Fri,Jul,LAS-LAX,2388,7/1/22,1042,1040,1040,0,0,0,0,1
AA,IAH,0,ORD,Fri,Feb,IAH-ORD,4561,2/18/22,29,30,2,0,1,0,27,1
AA,CAE,0,MIA,Tue,May,CAE-MIA,3864,5/24/22,-9,-10,0,0,0,0,0,0
AA,BFL,0,PHX,Sat,Mar,BFL-PHX,5761,3/12/22,2,3,0,0,0,0,0,1
AA,LYH,0,CLT,Thu,Jun,LYH-CLT,6068,6/30/22,-11,1,0,0,0,0,0,1
AA,HSV,0,DCA,Fri,May,HSV-DCA,5311,5/20/22,2,5,0,0,0,0,0,1
AA,ORD,0,ABE,Wed,Apr,ORD-ABE,3869,4/13/22,-2,-9,0,0,0,0,0,0
AA,LGA,0,MEM,Sat,Jan,LGA-MEM,4807,1/8/22,-5,-27,0,0,0,0,0,0
AA,PBI,0,DCA,Sat,Jan,PBI-DCA,966,1/8/22,-4,-8,0,0,0,0,0,0
AA,LYH,0,CLT,Tue,Feb,LYH-CLT,6225,2/8/22,285,272,0,272,0,0,0,1
AA,CLE,0,JFK,Fri,Mar,CLE-JFK,4673,3/11/22,-7,-36,0,0,0,0,0,0
AA,CLT,0,CAK,Sat,Sep,CLT-CAK,5155,9/17/22,-7,-19,0,0,0,0,0,0
AA,DFW,0,MLU,Sat,Mar,DFW-MLU,4103,3/12/22,-1,-6,0,0,0,0,0,0
AA,DFW,0,TPA,Sun,Apr,DFW-TPA,898,4/10/22,58,43,43,0,0,0,0,1
AA,PHL,0,MIA,Tue,Jan,PHL-MIA,2534,1/25/22,-5,-12,0,0,0,0,0,0
AA,ORD,0,AUS,Fri,Feb,ORD-AUS,3552,2/18/22,12,34,12,0,22,0,0,1
AA,DFW,0,TUS,Mon,May,DFW-TUS,2923,5/9/22,22,12,0,0,0,0,0,1
AA,CLT,0,CAE,Tue,Jan,CLT-CAE,6081,1/11/22,-5,-4,0,0,0,0,0,0
AA,BOS,0,DFW,Sat,Apr,BOS-DFW,2130,4/23/22,-6,-25,0,0,0,0,0,0
